iter	Passed	Remaining
0	16802	16785942
1	33098	16515917
2	53137	17659258
3	73797	18375665
4	91753	18258866
5	111704	18505785
6	129105	18314588
7	145880	18089153
8	167606	18455391
9	185198	18334683
10	203931	18335294
11	221973	18275799
12	240904	18290233
13	250621	17650885
14	261346	17161754
15	271913	16722693
16	282962	16361884
17	293319	16002184
18	301878	15586476
19	311069	15242386
20	319736	14905807
21	329733	14658163
22	339553	14423631
23	350172	14240359
24	359539	14022032
25	368203	13793472
26	377724	13612083
27	387716	13459304
28	397435	13307232
29	405344	13106149
30	415392	12984372
31	424642	12845445
32	433091	12690880
33	441458	12542615
34	450128	12410675
35	458451	12276312
36	467778	12174884
37	477553	12089645
38	486175	11979860
39	495638	11895326
40	503209	11770191
41	510203	11637497
42	520158	11576557
43	528950	11492657
44	537522	11407432
45	547425	11353124
46	559252	11339742
47	568381	11272909
48	575801	11175244
49	584108	11098056
50	592529	11025702
51	605048	11030506
52	613531	10962539
53	623154	10916748
54	633118	10878120
55	643513	10847795
56	651641	10780657
57	661652	10746144
58	673852	10747383
59	681737	10680559
60	690590	10630566
61	700202	10593391
62	709823	10557211
63	719290	10519616
64	729181	10488994
65	738694	10453644
66	748089	10417423
67	758246	10392435
68	766338	10340019
69	775240	10299624
70	784661	10266904
71	793975	10233463
72	803084	10198070
73	811510	10154850
74	820031	10113722
75	829840	10089116
76	838470	10050755
77	847445	10017235
78	858053	10003380
79	865656	9955053
80	875627	9934592
81	884394	9900899
82	893197	9868221
83	901787	9833779
84	909890	9794700
85	922279	9801902
86	932170	9782436
87	942846	9771315
88	953205	9756973
89	962613	9733096
90	973204	9721354
91	983418	9705910
92	995432	9708140
93	1005794	9694146
94	1017160	9689791
95	1026146	9662883
96	1035518	9639931
97	1044447	9613176
98	1055059	9602106
99	1066416	9597752
100	1077473	9590577
101	1087438	9573723
102	1097058	9553993
103	1107278	9539633
104	1116936	9520554
105	1128049	9513924
106	1136316	9483459
107	1145705	9462677
108	1155420	9444764
109	1166329	9436663
110	1174953	9410209
111	1186264	9405384
112	1195061	9380703
113	1202854	9348501
114	1213485	9338561
115	1223986	9327622
116	1233804	9311536
117	1244669	9303376
118	1254699	9288995
119	1265544	9280662
120	1274955	9261867
121	1286211	9256505
122	1296100	9241305
123	1307708	9238328
124	1317774	9224423
125	1325046	9191194
126	1334904	9176153
127	1344259	9157765
128	1353609	9139485
129	1363911	9127714
130	1372571	9105072
131	1381592	9085014
132	1389100	9055266
133	1399230	9042789
134	1408689	9026048
135	1419052	9015155
136	1430395	9010446
137	1440710	8999218
138	1447911	8968719
139	1458291	8958077
140	1466452	8933917
141	1476520	8921508
142	1485801	8904416
143	1496497	8895844
144	1509917	8903305
145	1520759	8895403
146	1530333	8880096
147	1540936	8870799
148	1551555	8861567
149	1562924	8856572
150	1572810	8843151
151	1584301	8838734
152	1592485	8815915
153	1601189	8796145
154	1610042	8777328
155	1622317	8777155
156	1634465	8776144
157	1642751	8754411
158	1650650	8730796
159	1661915	8725054
160	1670064	8703004
161	1679536	8687974
162	1690212	8679186
163	1699865	8665169
164	1707834	8642679
165	1715639	8619538
166	1724527	8601985
167	1732941	8582184
168	1742512	8568212
169	1752217	8554945
170	1761657	8540432
171	1771525	8528039
172	1781574	8516544
173	1789915	8496956
174	1800556	8488337
175	1810237	8475203
176	1820414	8464413
177	1828413	8443572
178	1837639	8428502
179	1848708	8421893
180	1859732	8415032
181	1866929	8390926
182	1878715	8387491
