iter	Passed	Remaining
0	7920	7913036
1	16287	8127313
2	24707	8211107
3	33243	8277622
4	41800	8318312
5	48735	8073767
6	56929	8075825
7	65619	8136789
8	72938	8031295
9	82273	8145098
10	90996	8181438
11	100288	8257109
12	105177	7985408
13	114703	8078382
14	123720	8124287
15	132621	8156236
16	142251	8225468
17	150443	8207551
18	160361	8279739
19	169723	8316475
20	180898	8433327
21	190658	8475629
22	199798	8487094
23	210440	8557897
24	219895	8575908
25	227939	8538976
26	237212	8548441
27	246655	8562453
28	256246	8579825
29	266515	8617349
30	277959	8688474
31	287515	8697351
32	294020	8615688
33	305723	8686137
34	314089	8659885
35	321643	8612891
36	331871	8637626
37	342350	8666867
38	352768	8692584
39	361694	8680676
40	372138	8704414
41	380520	8679491
42	388417	8644557
43	397871	8644655
44	407662	8651513
45	418061	8670241
46	427968	8677744
47	438229	8691541
48	445868	8653493
49	455687	8658067
50	465160	8655641
51	474592	8652185
52	484014	8648337
53	494009	8654306
54	503315	8647882
55	512587	8640757
56	522311	8641045
57	530821	8621275
58	540035	8613106
59	551124	8634276
60	559580	8613874
61	570203	8626625
62	579246	8615136
63	586196	8573127
64	594898	8557390
65	603833	8545158
66	614262	8553837
67	625866	8578046
68	634071	8555375
69	643065	8543590
70	650849	8516049
71	659978	8506395
72	669175	8497606
73	677674	8480092
74	686183	8462933
75	695933	8461081
76	707812	8484558
77	716154	8465307
78	726065	8464633
79	735082	8453449
80	745845	8462128
81	756254	8466358
82	764727	8448851
83	773263	8432251
84	781477	8412374
85	793720	8435583
86	804105	8438481
87	814462	8440789
88	825936	8454248
89	835507	8447906
90	846005	8450756
91	856269	8451003
92	866864	8454258
93	875364	8437022
94	885555	8436079
95	893758	8416223
96	902848	8404865
97	912933	8402711
98	922132	8392336
99	931643	8384795
100	939483	8362337
101	949770	8361705
102	960266	8362711
103	970688	8362850
104	979868	8352208
105	991265	8360298
106	1001689	8359894
107	1009918	8341181
108	1017116	8314229
109	1026917	8308694
110	1037352	8308165
111	1046906	8300470
112	1056201	8290715
113	1065431	8280456
114	1074106	8265953
115	1086316	8278478
116	1094331	8258931
