iter	Passed	Remaining
0	8275	8267552
1	16579	8273245
2	25927	8616523
3	35799	8914020
4	44338	8823424
5	52815	8749741
6	64479	9146865
7	74141	9193515
8	83650	9210879
9	92933	9200430
10	101086	9088620
11	111484	9178902
12	119036	9037598
13	129188	9098546
14	139383	9152881
15	147952	9099048
16	158809	9182900
17	168053	9168260
18	177217	9150002
19	186613	9144048
20	196067	9140499
21	205877	9152198
22	213306	9060897
23	223190	9076408
24	232347	9061556
25	241593	9050451
26	250119	9013570
27	259922	9023015
28	268295	8983285
29	278263	8997173
30	288217	9009136
31	297163	8989197
32	306408	8978696
33	315194	8955239
34	324992	8960503
35	334630	8960656
36	343736	8946441
37	354386	8971564
38	364085	8971440
39	373823	8971768
40	383516	8970550
41	392826	8960176
42	402474	8957406
43	411805	8947415
44	420981	8934153
45	431070	8940027
46	440005	8921812
47	448790	8901006
48	458869	8905807
49	469645	8923259
50	478944	8912115
51	489513	8924208
52	499821	8930779
53	509961	8933771
54	517601	8893343
55	526872	8881573
56	535423	8857963
57	545457	8858987
58	554373	8841782
59	563134	8822437
60	572566	8813772
61	582113	8806808
62	592727	8815641
63	603516	8826432
64	612962	8817227
65	622445	8808545
66	631658	8796082
67	642452	8805378
68	652183	8799752
69	662013	8795318
70	670074	8767599
71	679604	8759353
72	690379	8766873
73	700460	8765226
74	709871	8755077
75	720398	8758534
76	730677	8758636
77	742421	8775807
78	753213	8781139
79	761868	8761484
80	771690	8755352
81	781358	8747399
82	791145	8740731
83	801778	8743201
84	811482	8735367
85	821151	8727122
86	830143	8711733
87	840274	8708297
88	850864	8709415
89	859773	8693268
90	870961	8700039
91	881232	8697379
92	890701	8686730
93	899719	8671760
94	908531	8654957
95	917954	8644072
96	926563	8625636
97	936015	8615163
98	945235	8602595
99	956093	8604837
100	968460	8620256
101	981025	8636872
102	989399	8616423
103	1000138	8616580
104	1009481	8604624
105	1019099	8595042
106	1028659	8584984
107	1038584	8577940
108	1048030	8566930
109	1059935	8575838
110	1070904	8576881
111	1081506	8574801
112	1089796	8554424
113	1100864	8555838
114	1111483	8553592
115	1120866	8541774
116	1131033	8535917
117	1139366	8516284
118	1148761	8504693
119	1160745	8512134
120	1173135	8522200
121	1183060	8514159
122	1192532	8502850
123	1200910	8483849
124	1211963	8483742
125	1223781	8488772
126	1236174	8497479
127	1245928	8487887
128	1256929	8486713
129	1266622	8476627
130	1277383	8473633
131	1286952	8462686
132	1295853	8447404
133	1306372	8442672
134	1315470	8428758
135	1326191	8425214
136	1335294	8411378
137	1344847	8400427
138	1354892	8392536
139	1365430	8387645
140	1376233	8384288
141	1384718	8366822
142	1395369	8362461
143	1403746	8344493
144	1413533	8334974
145	1425962	8340901
146	1436318	8334555
147	1445693	8322503
148	1454551	8307541
149	1463343	8292278
150	1474960	8292987
151	1485036	8284942
152	1496340	8283660
153	1505821	8272239
154	1516984	8270010
155	1528936	8271936
156	1540060	8269239
157	1548949	8254530
158	1560582	8254400
159	1567026	8226887
160	1576034	8212999
161	1585741	8202784
162	1596564	8198308
163	1607026	8191915
164	1617843	8187267
165	1627121	8174817
166	1636336	8162084
167	1646813	8155649
168	1656049	8143062
169	1665643	8132258
170	1675635	8123401
171	1687016	8121217
172	1695814	8106582
173	1706590	8101401
174	1718606	8101999
175	1726914	8085097
176	1737574	8079232
177	1747201	8068537
178	1757930	8062910
179	1767807	8053344
180	1779605	8052468
181	1789947	8044931
182	1800367	8037706
183	1810412	8028787
184	1821194	8023101
185	1831488	8015226
186	1842327	8009689
187	1852201	7999934
188	1862327	7991256
189	1872013	7980690
190	1883671	7978484
191	1896114	7979480
192	1906644	7972342
193	1915149	7956753
194	1925428	7948564
195	1934140	7933924
196	1942648	7918512
197	1953501	7912666
198	1965165	7910036
199	1975432	7901730
200	1985563	7892863
201	1996528	7887277
202	2006499	7877732
203	2016667	7868956
204	2024164	7849810
205	2034295	7840923
206	2043701	7829252
207	2053599	7819473
208	2062443	7805707
209	2072211	7795461
210	2082839	7788436
211	2092878	7779191
212	2103653	7772653
213	2112848	7760277
214	2122372	7749128
215	2132734	7741035
216	2143922	7735904
217	2154529	7728633
218	2166071	7724665
219	2175516	7713196
220	2185545	7703802
221	2197332	7700561
222	2205240	7683730
223	2217647	7682564
224	2229069	7677906
225	2239018	7668141
226	2250320	7662984
227	2259152	7649412
228	2269837	7642115
229	2278431	7627793
230	2289017	7620148
231	2299816	7613186
232	2312203	7611417
233	2320204	7595200
234	2329365	7582826
235	2337413	7566881
236	2348475	7560702
237	2358650	7551645
238	2368956	7542993
239	2380727	7538971
240	2390437	7528391
241	2400695	7519532
242	2411790	7513272
243	2421746	7503443
244	2433672	7499685
245	2445286	7494901
246	2456462	7488730
247	2465475	7475958
248	2471388	7453867
249	2482686	7448059
250	2494121	7442617
251	2504053	7432666
252	2512312	7417777
253	2523946	7412851
254	2535233	7406858
255	2546002	7399318
256	2557822	7394793
257	2567216	7383234
258	2576403	7371100
259	2586553	7361729
260	2596811	7352658
261	2607038	7343490
262	2615823	7330274
263	2627270	7324512
264	2638947	7319346
265	2649417	7310797
266	2660416	7303688
267	2671195	7295953
268	2681136	7285913
269	2691476	7276954
270	2701421	7266922
271	2711504	7257262
272	2722495	7250014
273	2733205	7241997
274	2745127	7237154
275	2754530	7225651
276	2765016	7216993
277	2772735	7201133
278	2784915	7196859
279	2793458	7183177
280	2803644	7173739
281	2814916	7167056
282	2825888	7159583
283	2836355	7150810
284	2846004	7139976
285	2856812	7132041
286	2867497	7123782
287	2875221	7108187
288	2885881	7099867
289	2895631	7089304
290	2906985	7082656
291	2917128	7073038
292	2929173	7068005
293	2938948	7057475
294	2949895	7049750
295	2960349	7040831
296	2968642	7026785
297	2979640	7019152
298	2988211	7005806
299	2997442	6994032
300	3006542	6981971
301	3016198	6971214
302	3027617	6964520
303	3038224	6955935
304	3048419	6946399
305	3060639	6941451
306	3069847	6929656
307	3078412	6916432
308	3087404	6904196
309	3097563	6894577
310	3108750	6887232
311	3118923	6877626
312	3130051	6870112
313	3140499	6861090
314	3151406	6853059
315	3161630	6843529
316	3164987	6819199
317	3173867	6806848
318	3185256	6799873
319	3195296	6790005
320	3203409	6776060
321	3213585	6766494
322	3224734	6758962
323	3233337	6746099
324	3243783	6737088
325	3255178	6730031
326	3264490	6718660
327	3274630	6708999
328	3285653	6701134
329	3295960	6691798
330	3306616	6683160
331	3317656	6675285
332	3327252	6664495
333	3336225	6652473
334	3345858	6641778
335	3356934	6633942
336	3365405	6620961
337	3375772	6611721
